Folder evaluated: ../AEIC/old_first/inf
Reference folder: ../AEIC/old_first/src
Date: 2026-09-08 17:38:13
Device: cuda

filename                                          PSNR         LPIPS         DISTS          VMAF           FID
--------------------------------------------------------------------------------------------------------------
acacia_door_bottom.png                       11.214474      0.441950      0.390478      8.035366      186.8444
acacia_door_top.png                          13.108041      0.611962      0.379573      0.888501      186.8444
acacia_leaves.png                             9.716039      0.560310      0.432996      4.868290      186.8444
acacia_log.png                               12.024430      0.448599      0.421808      0.000000      186.8444
acacia_log_top.png                           11.658733      0.529269      0.392482      3.169240      186.8444
acacia_planks.png                            17.391172      0.515856      0.404469     11.104701      186.8444
acacia_sapling.png                           10.457404      0.458320      0.331106      2.657684      186.8444
acacia_trapdoor.png                          10.397074      0.533961      0.356090      7.559353      186.8444
activator_rail.png                            7.483528      0.387406      0.411208      1.078907      186.8444
activator_rail_on.png                         6.294726      0.454819      0.387227      4.851789      186.8444
allium.png                                   15.020056      0.391175      0.284368      0.000000      186.8444
amethyst_block.png                           10.872819      0.422409      0.398732      2.474261      186.8444
amethyst_cluster.png                         12.904639      0.398071      0.332991      0.000000      186.8444
ancient_debris_side.png                      16.523023      0.394368      0.413068      7.030344      186.8444
ancient_debris_top.png                       17.062111      0.462490      0.417664      6.449290      186.8444
andesite.png                                 15.392431      0.601415      0.399451     12.231266      186.8444
anvil.png                                    12.812362      0.580075      0.434478      9.458329      186.8444
anvil_top.png                                11.780000      0.574157      0.381377      0.000000      186.8444
attached_melon_stem.png                      11.313503      0.500966      0.350487      0.000000      186.8444
attached_pumpkin_stem.png                    14.009295      0.475734      0.296420      0.000000      186.8444
azalea_leaves.png                             8.771759      0.493423      0.419965      2.095671      186.8444
azalea_plant.png                             11.502784      0.374245      0.340054      0.000000      186.8444
azalea_side.png                              15.897863      0.358758      0.321266      0.000000      186.8444
azalea_top.png                               10.685220      0.464843      0.413829      3.550685      186.8444
azure_bluet.png                              11.733853      0.393944      0.305487      1.037017      186.8444
bamboo_block.png                             15.470942      0.358483      0.344439      5.332880      186.8444
bamboo_block_top.png                         13.412527      0.448303      0.401461     10.044143      186.8444
bamboo_door_bottom.png                       11.653892      0.562094      0.415470      8.970257      186.8444
bamboo_door_top.png                           7.791231      0.478888      0.398052      3.786154      186.8444
bamboo_fence.png                              8.971055      0.524184      0.381549      4.562373      186.8444
bamboo_fence_gate.png                         8.573008      0.487010      0.401313      0.289994      186.8444
bamboo_large_leaves.png                       9.507993      0.423408      0.352612      0.911985      186.8444
bamboo_mosaic.png                            16.655543      0.427733      0.350286      3.657313      186.8444
bamboo_planks.png                            15.768034      0.403167      0.374643      5.113279      186.8444
bamboo_singleleaf.png                        15.362084      0.107066      0.223002      0.000000      186.8444
bamboo_small_leaves.png                      11.619307      0.434558      0.320648      0.087529      186.8444
bamboo_stage0.png                            12.897975      0.422863      0.319336      3.367262      186.8444
bamboo_stalk.png                             12.732397      0.289189      0.348066      4.344993      186.8444
bamboo_trapdoor.png                           6.976965      0.466562      0.414569      4.108891      186.8444
barrel_bottom.png                            13.572942      0.475248      0.400436      4.210757      186.8444
barrel_side.png                              10.823460      0.582625      0.389482      4.118411      186.8444
barrel_top.png                               11.056789      0.536696      0.399639      3.117831      186.8444
barrel_top_open.png                          12.077237      0.459744      0.379937      1.849096      186.8444
beacon.png                                   13.162989      0.380255      0.302057      4.604897      186.8444
bed_feet_end.png                             15.173037      0.440864      0.299543      2.123597      186.8444
bed_feet_side.png                            13.973375      0.266056      0.233540     23.538805      186.8444
bed_feet_top.png                             21.991550      0.206490      0.302885     16.058413      186.8444
bed_head_end.png                             16.522733      0.408929      0.279409     10.544274      186.8444
bed_head_side.png                            16.034730      0.349920      0.231220      0.000000      186.8444
bed_head_top.png                             13.515455      0.405070      0.318601     16.015255      186.8444
bedrock.png                                  12.401035      0.503166      0.482751      8.739231      186.8444
bee_nest_bottom.png                           9.497142      0.535710      0.392884      3.380907      186.8444
bee_nest_front.png                           10.659230      0.521024      0.387004      6.808521      186.8444
bee_nest_front_honey.png                     10.794080      0.559038      0.391147     10.294209      186.8444
bee_nest_side.png                            12.275118      0.557516      0.377027      3.775999      186.8444
bee_nest_top.png                             15.251017      0.539152      0.353257      7.088099      186.8444
beehive_end.png                              12.641552      0.425253      0.377452      3.971799      186.8444
beehive_front.png                            13.308371      0.471228      0.404024      5.233552      186.8444
beehive_front_honey.png                      13.257182      0.464355      0.392428      5.702583      186.8444
beehive_side.png                             13.787353      0.482689      0.400895      6.211283      186.8444
beetroots_stage0.png                         16.161639      0.331845      0.252540      0.000000      186.8444
beetroots_stage1.png                         12.750203      0.354215      0.296750      0.000000      186.8444
beetroots_stage2.png                         10.528182      0.422277      0.276163      1.021150      186.8444
beetroots_stage3.png                          9.606737      0.411719      0.291245      0.000000      186.8444
big_dripleaf_side.png                        50.495939      0.000390      0.085783     97.428139      186.8444
big_dripleaf_stem.png                        15.206403      0.391354      0.315827      0.000000      186.8444
big_dripleaf_tip.png                         18.069970      0.182828      0.266822      1.029084      186.8444
big_dripleaf_top.png                          9.400138      0.365949      0.300000      0.000000      186.8444
birch_door_bottom.png                         6.447773      0.650116      0.397678      2.872208      186.8444
birch_door_top.png                            8.297748      0.614292      0.382124      2.120741      186.8444
birch_leaves.png                             10.019218      0.558829      0.412274      6.244287      186.8444
birch_log.png                                12.385674      0.503520      0.368546      4.144750      186.8444
birch_log_top.png                            11.808678      0.469598      0.349711      3.946411      186.8444
birch_planks.png                             18.549237      0.470887      0.363762      8.377461      186.8444
birch_sapling.png                            11.692397      0.581243      0.347992      4.695974      186.8444
birch_trapdoor.png                           13.156265      0.525371      0.387704     10.853048      186.8444
black_candle.png                             18.575068      0.174624      0.271415      0.000000      186.8444
black_candle_lit.png                         18.480378      0.207958      0.268701      0.000000      186.8444
black_concrete.png                           16.647717      0.532811      0.440733     31.693867      186.8444
black_concrete_powder.png                    19.596361      0.537849      0.435166      8.305107      186.8444
black_glazed_terracotta.png                  21.125482      0.422777      0.374943      8.693534      186.8444
black_stained_glass.png                      20.350165      0.299541      0.404851     16.683260      186.8444
black_stained_glass_pane_top.png             19.832309      0.092389      0.238515     50.579536      186.8444
black_terracotta.png                         21.009008      0.115867      0.362565     63.902199      186.8444
black_wool.png                               31.080066      0.251049      0.354334     50.649670      186.8444
blackstone.png                               19.736584      0.379906      0.340492      8.036635      186.8444
blackstone_top.png                           19.736584      0.379906      0.340492      8.036635      186.8444
blast_furnace_front.png                      11.170870      0.525768      0.378676      3.029609      186.8444
blast_furnace_front_on.png                   10.680579      0.521354      0.411864      9.084499      186.8444
blast_furnace_side.png                        9.768143      0.575872      0.448306      0.161153      186.8444
blast_furnace_top.png                        13.293766      0.557396      0.438047      9.011194      186.8444
blue_candle.png                              18.741657      0.273093      0.275417      0.000000      186.8444
blue_candle_lit.png                          21.379850      0.121017      0.235090      0.000000      186.8444
blue_concrete.png                            13.552493      0.358922      0.412006     14.313665      186.8444
blue_concrete_powder.png                     12.771401      0.370258      0.388391      8.258141      186.8444
blue_glazed_terracotta.png                   11.378913      0.378009      0.418431      5.435381      186.8444
blue_ice.png                                 18.319916      0.313401      0.324272      8.720509      186.8444
blue_orchid.png                               9.550893      0.410986      0.279173      1.865915      186.8444
blue_stained_glass.png                       17.357523      0.182083      0.307719     12.608903      186.8444
blue_stained_glass_pane_top.png              15.620188      0.227516      0.291354      3.867393      186.8444
blue_terracotta.png                          18.434950      0.373372      0.343298     46.991348      186.8444
blue_wool.png                                12.974395      0.394075      0.380805     12.072912      186.8444
bone_block_side.png                          18.421383      0.426493      0.360374     20.323811      186.8444
bone_block_top.png                           14.100161      0.571679      0.359665      5.486791      186.8444
bookshelf.png                                12.243803      0.555863      0.397411     18.050688      186.8444
brewing_stand.png                            12.177179      0.432256      0.366507      0.000000      186.8444
brewing_stand_base.png                       14.909524      0.455355      0.426888      6.956085      186.8444
bricks.png                                   14.617832      0.604841      0.428209      8.663704      186.8444
brown_candle.png                             18.629275      0.213131      0.313912      0.000000      186.8444
brown_candle_lit.png                         22.030593      0.167379      0.208033     20.369825      186.8444
brown_concrete.png                           17.134083      0.571363      0.432968     20.388548      186.8444
brown_concrete_powder.png                    12.694710      0.585201      0.469001      4.354196      186.8444
brown_glazed_terracotta.png                  11.923120      0.424981      0.434956      6.511171      186.8444
brown_mushroom.png                           15.091244      0.319585      0.261648      0.000000      186.8444
brown_mushroom_block.png                     14.860876      0.549488      0.447419      9.834379      186.8444
brown_stained_glass.png                      16.933991      0.501324      0.422334      9.478004      186.8444
brown_stained_glass_pane_top.png             16.355239      0.216531      0.223537     24.181423      186.8444
brown_terracotta.png                         18.283221      0.430183      0.350399     54.790668      186.8444
brown_wool.png                               18.226129      0.577608      0.446710     19.592972      186.8444
budding_amethyst.png                         11.680591      0.494496      0.411711      4.541745      186.8444
cactus_bottom.png                            11.754434      0.406577      0.314171      0.000000      186.8444
cactus_side.png                              11.884000      0.486079      0.363046      8.305742      186.8444
cactus_top.png                                9.984883      0.518750      0.372672      2.837300      186.8444
cake_bottom.png                               9.414285      0.572867      0.400317      3.456435      186.8444
cake_inner.png                               13.198632      0.423156      0.308078      1.682174      186.8444
cake_side.png                                13.710752      0.339051      0.266657      0.000000      186.8444
cake_top.png                                 12.970849      0.336929      0.264125      5.572473      186.8444
calcite.png                                  15.239502      0.517460      0.425029      5.380798      186.8444
candle.png                                   22.570627      0.260876      0.301192      0.000000      186.8444
candle_lit.png                               27.877625      0.202211      0.249198      0.000000      186.8444
carrots_stage0.png                           13.390361      0.263044      0.242800      0.000000      186.8444
carrots_stage1.png                           11.371605      0.264536      0.286748      0.000000      186.8444
carrots_stage2.png                            9.330493      0.358991      0.285299      0.000000      186.8444
carrots_stage3.png                            8.665736      0.325076      0.302500      1.294382      186.8444
cartography_table_side1.png                  12.296177      0.424701      0.348184      6.839621      186.8444
cartography_table_side2.png                  11.513935      0.477401      0.371799      2.039502      186.8444
cartography_table_side3.png                  21.335531      0.416332      0.379508     12.911013      186.8444
cartography_table_top.png                    10.292255      0.462455      0.332228      0.000000      186.8444
carved_pumpkin.png                           12.944124      0.501867      0.376356      0.000000      186.8444
cauldron_bottom.png                          14.634728      0.368632      0.429198      2.161679      186.8444
cauldron_inner.png                           20.408625      0.366296      0.413311     29.775850      186.8444
cauldron_side.png                            16.396806      0.332925      0.411133     16.007639      186.8444
cauldron_top.png                             17.508507      0.418054      0.380180     14.782063      186.8444
cave_vines.png                               10.473547      0.344986      0.314632      0.000000      186.8444
cave_vines_lit.png                           10.554761      0.304876      0.276478      0.434067      186.8444
cave_vines_plant.png                          8.951309      0.403984      0.348853      0.655572      186.8444
cave_vines_plant_lit.png                      7.844017      0.373374      0.353153      0.000000      186.8444
chain.png                                    11.066097      0.343376      0.348695      0.000000      186.8444
cherry_leaves.png                            11.814274      0.492255      0.368868      4.803870      186.8444
cherry_log.png                               11.395892      0.612153      0.469744     12.401044      186.8444
cherry_log_top.png                           11.813259      0.395903      0.320681      0.627646      186.8444
cherry_planks.png                            18.822484      0.493557      0.377167      8.912818      186.8444
chipped_anvil_top.png                        10.496832      0.516525      0.364566      0.000000      186.8444
chiseled_bookshelf_empty.png                 11.125100      0.618192      0.414284      4.384344      186.8444
chiseled_bookshelf_occupied.png               8.211168      0.571915      0.408097      9.177798      186.8444
chiseled_bookshelf_side.png                  12.615209      0.436208      0.368240     10.180918      186.8444
chiseled_bookshelf_top.png                   12.386366      0.455810      0.359956      7.568556      186.8444
chiseled_red_sandstone.png                   15.191518      0.547084      0.334661      6.317276      186.8444
chiseled_sandstone.png                       11.364599      0.478240      0.391540      4.529369      186.8444
chiseled_stone_bricks.png                    10.169646      0.531533      0.435442      6.503238      186.8444
clay.png                                     12.188494      0.582496      0.438727      8.102643      186.8444
coal_block.png                               19.206549      0.394253      0.378374     11.318907      186.8444
coal_ore.png                                 12.309857      0.563873      0.406125      3.341557      186.8444
